pid,condition,time,mean,sd,n,sem,ci
1,neutral,4601,0.7646944906971085,0.3119659652922852,10,0.09865230027766575,0.19335850854422487
1,neutral,4801,0.654501216532089,0.38780966631700986,10,0.12263618441916338,0.24036692146156022
1,neutral,5001,0.5660500367094334,0.4259688254008765,10,0.13470317004933566,0.2640182132966979
1,neutral,5201,0.5468097876393186,0.43326538595821257,10,0.1370105450939886,0.26854066838421764
1,neutral,5401,0.5935563745138289,0.4683675702356614,8,0.16559294250075135,0.32456216730147264
1,neutral,5601,0.6689618532827871,0.4188929987931826,9,0.13963099959772754,0.273676759211546
1,neutral,5801,0.6910712889865726,0.3937318891257176,10,0.12450895570781499,0.24403755318731737
1,neutral,6001,0.6960815431733177,0.40203156691437075,10,0.12713354427358034,0.24918174677621746
1,neutral,6201,0.6636943548670274,0.4089394478000154,10,0.12931800801395818,0.25346329570735804
1,neutral,6401,0.6369709096435641,0.42623652872637197,10,0.13478782527391237,0.26418413753686826
1,neutral,6601,0.6508050948335387,0.43111267656901525,10,0.13632979861295927,0.26720640528140016
1,neutral,6801,0.6470844963687958,0.4189719456620086,10,0.132490562400425,0.259681502304833
1,neutral,7001,0.649907664097767,0.4315656699084634,10,0.13647304768471347,0.2674871734620384
1,neutral,7201,0.6562325464120661,0.41979125928571387,10,0.13274965211731646,0.26018931814994023
1,neutral,7401,0.6570150150803326,0.42431813764835635,10,0.13418117674896485,0.2629951064279711
1,neutral,7601,0.5900666389179464,0.4515991217168701,9,0.15053304057229003,0.29504475952168846
1,neutral,7801,0.5177995841751145,0.42589112303701526,9,0.1419637076790051,0.27824886705085
1,neutral,8001,0.4959278727061591,0.36245752823620175,10,0.11461913443011904,0.2246535034830333
1,neutral,8201,0.440796346293766,0.3265454970350504,10,0.10326275303025197,0.20239499593929386
1,neutral,8401,0.40442608277928915,0.32594614162784086,10,0.10307322020877997,0.20202351160920876
1,neutral,8601,0.37662159166880205,0.2949318027271953,10,0.09326562510373972,0.18280062520332985
1,neutral,8801,0.3616756577924843,0.2889181605254851,10,0.0913639444646683,0.1790733311507499
1,neutral,9001,0.3778497236047418,0.30155475121366254,10,0.09535998530805985,0.1869055712037973
1,neutral,9201,0.3873463838611405,0.33256091575269947,10,0.10516499545298999,0.20612339108786037
1,neutral,9401,0.3285678122434453,0.3567318215436674,10,0.11280850699387122,0.2211046737079876
1,neutral,9601,0.284295692475851,0.3908508416404413,10,0.12359788849775764,0.24225186145560498
1,neutral,9801,0.24307138168725304,0.37427205585456497,10,0.11835521610541826,0.2319762235666198
1,neutral,10001,0.16550530400252286,0.3476039620252471,10,0.10992202436984566,0.2154471677648975
1,neutral,10201,0.14396865906172762,0.3831482343673695,10,0.12116211020728909,0.2374777360062866
1,neutral,10401,0.1549805229890376,0.40269428137928526,10,0.12734311298832732,0.24959250145712153
1,neutral,10601,0.14735244046070864,0.39435908774337203,10,0.1247072933255247,0.24442629491802842
1,neutral,10801,0.16356973571037445,0.3985687622401806,10,0.12603850928730853,0.24703547820312471
1,neutral,11001,0.1835064408400224,0.40404220415965225,10,0.12776936359792596,0.25042795265193485
1,neutral,11201,0.2038488407094191,0.38658180932237396,10,0.12224790194476153,0.2396058878117326
1,neutral,11401,0.24711671003898733,0.38194107974828106,10,0.12078037439885786,0.2367295338217614
1,neutral,11601,0.26957310085356173,0.3984910670705468,10,0.12601393991738494,0.24698732223807449
1,neutral,11801,0.2642516197208754,0.40960107470641277,10,0.12952723281250483,0.25387337631250945
1,neutral,12001,0.25029494638434,0.4216744688458198,10,0.13334517526945033,0.26135654352812265
1,neutral,12201,0.2441254996959533,0.4568751845185535,10,0.1444766189488328,0.28317417313971227
1,neutral,12401,0.24282054408288917,0.47497327207188256,10,0.15019973674499917,0.2943914840201984
1,neutral,12601,0.2616174143534474,0.4652729426872017,10,0.14713222325405406,0.28837915757794597
1,neutral,12801,0.23914941225093314,0.46395151178168376,10,0.1467143501108565,0.2875601262172788
1,neutral,13001,0.1875154252490817,0.48252402077007156,10,0.15258749313758202,0.29907148654966076
1,neutral,13201,0.13538052987507584,0.49558829454988673,9,0.1651960981832956,0.32378435243925935
1,neutral,13401,0.10993977872691243,0.4294370143225622,10,0.13579990768416467,0.26616781906096276
1,neutral,13601,0.1405367075042705,0.44460727058926947,10,0.14059716393328844,0.27557044130924535
1,neutral,13801,0.15909416229157436,0.45405249339637677,10,0.14358400564111126,0.28142465105657805
1,neutral,14001,0.14370300274866613,0.4594983878210137,10,0.14530614866897776,0.2848000513911964
1,neutral,14201,0.13505974707713048,0.4700395265938536,10,0.1486395494343864,0.29133351689139736
1,neutral,14401,0.1271260195292216,0.46340575589458677,10,0.1465417669458893,0.28722186321394305
1,neutral,14601,0.1828760616243822,0.4415823473792016,9,0.1471941157930672,0.2885004669544117
1,neutral,14801,0.16544041369572046,0.45374580695322464,10,0.14348702287232562,0.2812345648297582
1,neutral,15001,0.1641701006840003,0.5037053624511224,10,0.15928562149862008,0.31219981813729536
1,neutral,15201,0.15057485404347482,0.548316560394941,10,0.1733929209637288,0.33985012508890844
1,neutral,15401,0.15836294961835434,0.5139104423207193,10,0.16251275110780608,0.3185249921712999
1,neutral,15601,0.16543391329983692,0.46519486654529363,10,0.14710753341011926,0.28833076548383374
1,neutral,15801,0.1733123234844031,0.4698336556400032,10,0.14857444732256253,0.29120591675222257
1,neutral,16001,0.19233637359899763,0.5031501359559722,10,0.15911004346442537,0.31185568519027373
1,neutral,16201,0.19366109424013192,0.4926240911318761,10,0.15578141582470836,0.3053315750164284
1,neutral,16401,0.17094110245183805,0.45348451421640257,10,0.14340439485388395,0.28107261391361255
1,neutral,16601,0.19253368685952776,0.44502983474968205,10,0.1407307904537345,0.2758323492893196
1,neutral,16801,0.2261885356943877,0.45436122623925335,10,0.14368163553831018,0.28161600565508793
1,neutral,17001,0.24309078123828698,0.4080561581370919,10,0.1290386872971061,0.25291582710232796
1,neutral,17201,0.24792663622683003,0.3796579993926481,10,0.12005840099835911,0.23531446595678385
1,neutral,17401,0.2703470497160121,0.4019723288019063,10,0.12711481153761267,0.24914503061372084
1,neutral,17601,0.2657933967063756,0.41430437718901275,10,0.1310145476494789,0.25678851339297865
1,neutral,17801,0.24772408982527144,0.4242044306788793,10,0.1341452194480266,0.2629246301181321
1,neutral,18001,0.31123327273813683,0.36390890689549005,9,0.12130296896516335,0.23775381917172017
1,neutral,18201,0.26641948659740605,0.3850734266811683,10,0.12177090947183447,0.23867098256479555
1,neutral,18401,0.2771019091498119,0.3512426076340778,10,0.11107266514205315,0.21770242367842416
1,neutral,18601,0.21339525890458347,0.38454130958500543,10,0.12160263927125553,0.23834117297166083
1,neutral,18801,0.19390046448782014,0.4070007341577128,10,0.12870493292990645,0.2522616685426166
1,neutral,19001,0.2136927853156496,0.40196788104957976,10,0.12711340503483065,0.24914227386826807
1,neutral,19201,0.25420533701134396,0.4156229943344846,10,0.13143153100362293,0.25760580076710093
1,neutral,19401,0.2613730661106609,0.46668418240456877,9,0.15556139413485626,0.30490033250431825
1,neutral,19601,0.23645212025918302,0.4299153767006561,10,0.1359511791503358,0.2664643111346582
1,neutral,19801,0.2022933958810368,0.41872211237769263,10,0.1324115581790491,0.2595266540309362
1,neutral,20001,0.20241750190128247,0.4086411792556459,9,0.13621372641854865,0.2669789037803553
1,neutral,20201,0.17011893376221532,0.3834155145135239,10,0.12124663161080816,0.237643397957184
1,neutral,20401,0.22908407844162715,0.384444762239181,10,0.12157210831977061,0.2382813323067504
1,neutral,20601,0.25634572421450025,0.39242531964031924,10,0.12409578215830169,0.24322773303027131
1,neutral,20801,0.21272679693373867,0.35573219782618504,10,0.11249239821883433,0.2204851005089153
1,neutral,21001,0.19718586528708668,0.32608806575566585,10,0.10311810055866595,0.20211147709498525
1,neutral,21201,0.2343091486373507,0.3327926741727846,10,0.1052382839004291,0.206267036444841
1,neutral,21401,0.3036934017076758,0.30294678514170476,10,0.09580018508734428,0.1877683627711948
1,neutral,21601,0.3315927417467188,0.28469122370762784,10,0.09002726967766299,0.17645344856821946
1,neutral,21801,0.30909043395004615,0.2843707520558918,10,0.08992592764316278,0.17625481818059904
1,neutral,22001,0.1782284876031589,0.29275391208043233,9,0.09758463736014411,0.19126588922588245
1,neutral,22201,0.12327452663108374,0.34520191454018606,9,0.11506730484672868,0.2255319174995882
1,neutral,22401,0.19440969462962113,0.3817521182372772,10,0.12072061952236994,0.23661241426384508
1,neutral,22601,0.2047387842187014,0.3805289810734802,10,0.12033382958953025,0.23585430599547927
1,neutral,22801,0.1676036912693701,0.365801281115616,10,0.11567652193328856,0.22672598298924557
1,neutral,23001,0.15754080450267582,0.3428134312940455,10,0.10840712553868276,0.2124779660558182
1,neutral,23201,0.12617616004958584,0.31916723816688786,9,0.10638907938896262,0.20852259560236674
1,neutral,23401,0.09117628121888745,0.30707453963853804,9,0.10235817987951268,0.20062203256384484
1,neutral,23601,0.08166882088778757,0.27832841493841615,10,0.08801517287498284,0.17250973883496637
1,neutral,23801,0.08594898627416424,0.27034897236346717,10,0.08549185157544707,0.16756402908787627
1,neutral,24001,0.06807258652619491,0.23545347033692157,10,0.07445692492555653,0.14593557285409078
1,neutral,24201,0.05463234315065545,0.18378806682110077,10,0.05811888979139002,0.11391302399112445
1,neutral,24401,0.07100220549864877,0.18229515805727997,10,0.05764679058814001,0.11298770955275442
1,neutral,24601,0.09510119515830216,0.21488185569199986,10,0.06795160918303367,0.13318515399874598
1,neutral,24801,0.11715791744761075,0.2390996653373079,10,0.07560995302499045,0.14819550792898128
1,neutral,25001,0.10166725454679107,0.26791005105739235,10,0.08472059693933617,0.1660523700010989
1,neutral,25201,0.0658738022087808,0.30733793677670135,9,0.10244597892556712,0.20079411869411154
1,neutral,25401,0.04458796399318069,0.2960617699662912,9,0.09868725665543039,0.19342702304464357
1,neutral,25601,0.039823272049987236,0.2514305978818755,10,0.07950933627646338,0.15583829910186822
1,neutral,25801,0.06555461261451953,0.2504080505331222,10,0.0791859784127207,0.15520451768893256
1,neutral,26001,0.04615125406410482,0.2624712556172513,10,0.0830006988074778,0.1626813696626565
1,neutral,26201,0.04255369125538154,0.27743839313926716,10,0.08773372326973167,0.17195809760867406
1,neutral,26401,0.03810073938688552,0.2642062736653413,10,0.08354935968882418,0.1637567449900954
1,neutral,26601,4.596498227339818e-4,0.24264506297385754,10,0.07673110619923793,0.15039296815050632
1,neutral,26801,-0.028361175109427858,0.2459451316418715,10,0.07777467954182614,0.15243837190197923
1,neutral,27001,-0.022569196713572836,0.23880927402383104,10,0.07551812322865897,0.14801552152817157
1,neutral,27201,0.017351634896823228,0.22253049706849728,10,0.07037032195858739,0.13792583103883127
1,neutral,27401,0.03475821057616381,0.23074807890250926,10,0.07296894950401756,0.1430191410278744
1,neutral,27601,0.02630078097305872,0.27691224919502344,10,0.08756734194564018,0.17163199021345477
1,neutral,27801,0.0037014290256510082,0.3045202899043826,9,0.10150676330146087,0.1989532560708633
1,neutral,28001,0.014393162070495732,0.27438111044669494,10,0.0867669255937776,0.1700631741638041
1,neutral,28201,0.014266146611199996,0.3028130016580941,10,0.09575787903519213,0.18768544290897657
1,neutral,28401,-0.029323109746502495,0.32539430119843366,10,0.10289871294259076,0.20168147736747788
1,neutral,28601,-0.03655655062690731,0.34235251611017764,10,0.10826137135976499,0.21219228786513938
1,neutral,28801,-0.058907851832078605,0.34657857672516656,9,0.11552619224172218,0.22643133679377547
1,neutral,29001,-0.07450581867617508,0.3187720863645903,9,0.1062573621215301,0.208264429758199
1,neutral,29201,-0.07691803969327111,0.29335256670607945,10,0.09276622682476893,0.1818218045765471
1,neutral,29401,-0.053179481443141774,0.3016670927820687,10,0.09539551083126775,0.1869752012292848
1,neutral,29601,-0.03675103507722714,0.2953159422073359,10,0.09338710067338345,0.18303871731983154
1,neutral,29801,-0.02122493394447284,0.2672868465518681,10,0.0845235223707826,0.1656661038467339
1,neutral,30001,-0.019261409504967922,0.2694437348415522,10,0.08520559033617729,0.1670029570589075
1,neutral,30201,-0.02604805660090627,0.29907499563618345,10,0.09457581774152583,0.18536860277339062
1,neutral,30401,-0.03017662930548785,0.33694911142316175,10,0.10655266476670504,0.20884322294274188
1,neutral,30601,-0.06656809265196148,0.35914903744231874,10,0.11357289777748213,0.22260287964386496
1,neutral,30801,0.004520564719804168,0.30448472188961195,9,0.10149490729653732,0.19893001830121315
1,neutral,31001,-0.04060981047039233,0.3483181778387841,10,0.11014787924101435,0.2158898433123881
1,neutral,31201,-0.022388898874782775,0.28240985982280076,10,0.08930583907289263,0.17503944458286955
1,neutral,31401,-0.07035656874718729,0.2884021316158567,10,0.09120076179537642,0.1787534931189378
1,neutral,31601,-0.09812488352814994,0.3339863913087578,10,0.10561577040359392,0.20700690999104407
1,neutral,31801,-0.08058929042554767,0.36729736599891044,10,0.11614962551370434,0.2276532660068605
1,neutral,32001,-0.046522023008958115,0.3525653311849749,10,0.11149094705561122,0.21852225622899799
1,neutral,32201,-0.03254681912415278,0.3307070334540697,10,0.10457874639523615,0.20497434293466285
1,neutral,32401,-0.05085274984880349,0.3264925073409083,10,0.10324599621765149,0.2023621525865969
1,neutral,32601,0.00899888015485465,0.2601316455598676,9,0.08671054851995587,0.1699526750991135
1,neutral,32801,-0.07358924283079635,0.33037288856096575,10,0.10447308050216395,0.20476723778424133
1,neutral,33001,-0.07325667867857198,0.3306126618602411,10,0.10454890347694426,0.20491585081481076
1,neutral,33201,-0.1052052875769222,0.30310755023222674,10,0.09585102347277354,0.18786800600663614
1,neutral,33401,-0.11857102920558787,0.3170712715754078,10,0.10026673987840934,0.1965228101616823
1,neutral,33601,-0.10005873592955171,0.3581947551554723,10,0.11327112722176323,0.22201140935465594
1,neutral,33801,-0.08450471186297501,0.3860226613723082,10,0.12207108383763933,0.23925932432177308
1,neutral,34001,-0.07710029046264405,0.3958047076133987,10,0.12516443846753278,0.24532229939636424
1,neutral,34201,-0.05529181265930752,0.4265556029504476,10,0.13488872540298535,0.26438190178985127
1,neutral,34401,-0.05796604697094992,0.46308689015924986,9,0.15436229671974996,0.30255010157070994
1,neutral,34601,0.009111951979628653,0.45980579616702766,10,0.1454033597234927,0.2849905850580457
1,neutral,34801,0.05867609252431033,0.4949714287216625,9,0.16499047624055416,0.3233813334314861
1,neutral,35001,0.013606000185622474,0.5160043936417708,10,0.1631749166562102,0.319822836646172
1,neutral,35201,0.01386488904191676,0.4930355070681415,10,0.1559115169671373,0.3055865732555891
1,neutral,35401,-7.15205647219996e-4,0.5150659688057808,10,0.1628781606667504,0.3192411949068308
1,neutral,35601,0.03962039462997554,0.5552145128436987,10,0.1755742450566898,0.34412552031111204
1,neutral,35801,0.013277057141073332,0.5611590706228287,9,0.1870530235409429,0.366623926140248
1,neutral,36001,-0.004215035335577876,0.5485991411277839,9,0.18286638037592795,0.3584181055368188
1,neutral,36201,-0.03546366827378547,0.5351665038396322,9,0.17838883461321073,0.34964211584189303
1,neutral,36401,0.07390193108915974,0.6391398154604441,10,0.20211375601547027,0.3961429617903217
1,neutral,36601,0.08547622040385498,0.6197975712725031,10,0.19599720134616555,0.3841545146384845
1,neutral,36801,0.09463572390061904,0.5470133125961734,10,0.17298079782375814,0.3390423637345659
1,neutral,37001,0.05059203917960006,0.48162977915596833,10,0.15230470910967486,0.2985172298549627
1,neutral,37201,3.663693311167934e-4,0.45388220426685427,10,0.14353015549010542,0.2813191047606066
1,neutral,37401,-0.02229954021159929,0.4280958599335368,10,0.1353757974278395,0.26533656295856545
1,neutral,37601,-0.00638155241086546,0.43014558003814213,10,0.13602397583747863,0.2666069926414581
1,neutral,37801,0.007851591273729211,0.4323357866088241,10,0.1367165799684408,0.267964496738144
1,neutral,38001,0.007784319924136406,0.4252821962731233,10,0.13448603885418417,0.263592636154201
1,neutral,38201,0.042945482666481904,0.42749047263827955,10,0.1351843571558853,0.2649613400255352
1,neutral,38401,0.09049936507453356,0.449787361882367,10,0.14223525263066797,0.2787810951561092
1,neutral,38601,0.099780726721674,0.4591640044642198,10,0.1452004073670656,0.28459279843944857
1,neutral,38801,0.0904346165009521,0.4446897322458529,10,0.14062324059873188,0.2756215515735145
1,neutral,39001,0.09626678062302019,0.44803775030160825,10,0.14168197686908743,0.27769667466341136
1,neutral,39201,0.06770050406338454,0.46015157164505655,10,0.14551270353045317,0.2852048989196882
1,neutral,39401,0.06188863665642703,0.48530809030225686,10,0.1534678932261805,0.3007970707233138
1,neutral,39601,-0.052952682036850204,0.3010716590068153,8,0.1064449058534015,0.20863201547266694
1,neutral,39801,0.03815423061105402,0.34495901632801623,10,0.10908561910077448,0.21380781343751798
1,reward,1,0.004038519117644704,0.1267542462803476,10,0.04008321213438241,0.07856309578338952
1,reward,201,0.027558836163102535,0.14317431213549972,10,0.04527569287760652,0.08874035804010878
1,reward,401,0.09531431045038641,0.16485920636233053,10,0.05213305853526866,0.10218079472912657
1,reward,601,0.162894122224317,0.18293372784914577,10,0.05784872408686757,0.11338349921026045
1,reward,801,0.24676171182198636,0.17533607519546404,10,0.0554461353612219,0.10867442530799493
1,reward,1001,0.360541678158214,0.15779010242294145,10,0.049897611588774815,0.09779931871399863
1,reward,1201,0.4580785107861992,0.19904928098122235,10,0.0629449094519498,0.12337202252582162
1,reward,1401,0.5447419435108248,0.20526085148303871,10,0.06490918051519529,0.12722199380978275
1,reward,1601,0.6206703185899557,0.14462346244642477,10,0.045733954443052956,0.0896385507083838
1,reward,1801,0.6898775169887033,0.1153519144829062,10,0.03647747822269476,0.07149585731648173
1,reward,2001,0.764290706539225,0.13458589949014904,10,0.042559798333136514,0.08341720473294757
1,reward,2201,0.7974187314783855,0.2064969266940419,10,0.06530006181779961,0.12798812116288724
1,reward,2401,0.8100774675328472,0.2382115238337344,10,0.07532909802140857,0.14764503212196078
1,reward,2601,0.8345572464830384,0.18821935215141977,10,0.05952018525197999,0.11665956309388077
1,reward,2801,0.8415962346473042,0.22189375812432138,10,0.07016896742473473,0.13753117615248006
1,reward,3001,0.8961474617471177,0.24711244781306238,10,0.07814381732687715,0.15316188196067923
1,reward,3201,0.9194164686773909,0.26004454175760494,10,0.08223330450487973,0.16117727682956426
1,reward,3401,0.8266115256922394,0.19026132476817056,9,0.06342044158939018,0.12430406551520476
1,reward,3601,0.9030898887815735,0.334384334491573,10,0.10574161108729721,0.20725355773110252
1,reward,3801,0.8763598992916434,0.3925843425153147,9,0.1308614475051049,0.2564884371100056
1,reward,4001,0.8723244551746893,0.36939813384580517,10,0.11681394663684785,0.2289553354082218
1,reward,4201,0.9012071618904189,0.3441725502701282,10,0.10883691669624049,0.21332035672463134
1,reward,4401,0.9074948893238401,0.3305107075655742,10,0.10451666269810594,0.20485265888828766
1,reward,4601,0.8867577628415746,0.3592844206022778,9,0.1197614735340926,0.2347324881268215
1,reward,4801,0.8269009315007155,0.40933580787413637,10,0.1294433480747357,0.253708962226482
1,reward,5001,0.8026197281222297,0.4408004293174563,10,0.13939333502232226,0.2732109366437516
1,reward,5201,0.7763411444832662,0.44493610500757186,10,0.14070115050677764,0.2757742549932842
1,reward,5401,0.7716090453443802,0.3981213314566214,10,0.12589701925017643,0.24675815773034582
1,reward,5601,0.7642614069639541,0.3596526757324072,10,0.11373216218883735,0.22291503789012118
1,reward,5801,0.7282515730233416,0.3585349835451903,10,0.11337871688537927,0.22222228509534336
1,reward,6001,0.7123815123552166,0.3629386700843437,9,0.12097955669478123,0.2371199311217712
1,reward,6201,0.6703272903876678,0.373321896100451,10,0.1180547492090157,0.23138730844967076
1,reward,6401,0.6899112525998504,0.4118632924839179,10,0.13024260888652886,0.2552755134175966
1,reward,6601,0.6946631788635488,0.43667354822071935,10,0.13808830063248403,0.2706530692396687
1,reward,6801,0.6820851058472198,0.45081738397861515,10,0.14256097421711247,0.27941950946554045
1,reward,7001,0.6752502829994153,0.4726337671378801,10,0.1494599203261342,0.29294144383922305
1,reward,7201,0.6874792320280637,0.48550717811794475,10,0.15353085032137667,0.3009204666298983
1,reward,7401,0.6741533860792017,0.4760077924840408,10,0.15052688082383478,0.29503268641471614
1,reward,7601,0.6502723625466296,0.4648834815834995,10,0.14700906483927986,0.2881377670849885
1,reward,7801,0.6439623602827504,0.49091260112685403,9,0.16363753370895134,0.3207295660695446
1,reward,8001,0.6372847841691274,0.4618595792593667,10,0.14605282296266622,0.2862635330068258
1,reward,8201,0.6328272269921862,0.4480601984334842,10,0.1416890755916818,0.27771058815969635
1,reward,8401,0.6006895393749822,0.5435920408728138,8,0.19218880915010075,0.37669006593419746
1,reward,8601,0.5351050245537157,0.5171851398984454,10,0.16354830140719118,0.3205546707580947
1,reward,8801,0.518855545242353,0.5154094647948909,10,0.16298678363602243,0.31945409592660395
1,reward,9001,0.49846863239706385,0.5293327602261777,9,0.1764442534087259,0.34583073668110276
1,reward,9201,0.4504513876098621,0.4984449256524451,10,0.15762212532150158,0.30893936563014307
1,reward,9401,0.4760825665363514,0.4915627422213903,10,0.15544578782978102,0.30467374414637083
1,reward,9601,0.5149111399140237,0.5108642883592026,9,0.1702880961197342,0.333764668394679
1,reward,9801,0.5149215607686943,0.5016121749251611,10,0.158623697483431,0.31090244706752473
1,reward,10001,0.5360037975944886,0.4975993854540106,10,0.15735474203347322,0.3084152943856075
1,reward,10201,0.5174872132210738,0.5073879992930633,10,0.16045017352019836,0.31448234009958875
1,reward,10401,0.4866898764465257,0.4989127861595824,10,0.1577700758044811,0.30922934857678297
1,reward,10601,0.4653023670968523,0.4953122853210375,10,0.1566314974677663,0.30699773503682193
1,reward,10801,0.45332247190843367,0.4798978150812462,10,0.15175701397950406,0.29744374739982793
1,reward,11001,0.4405827526543122,0.5022924611140355,9,0.16743082037134516,0.3281644079278365
1,reward,11201,0.4484048685910986,0.48633722600310714,10,0.15379333450978858,0.3014349356391856
1,reward,11401,0.43939042102510817,0.4664160595692494,9,0.15547201985641648,0.3047251589185763
1,reward,11601,0.3634305278817049,0.42246546638542765,10,0.1335953106543253,0.2618468088824776
1,reward,11801,0.3237600388598556,0.4172137484083132,10,0.13193457161067196,0.25859176035691706
1,reward,12001,0.31842987970543823,0.4086972273251717,10,0.1292414111743148,0.25331316590165703
1,reward,12201,0.31176350942276343,0.3730428974643045,10,0.11796652209358535,0.23121438330342728
1,reward,12401,0.23804495967740322,0.3452051691179135,10,0.10916345944762251,0.21396038051734012
1,reward,12601,0.17313356774101224,0.3702895524425287,10,0.1170958379482756,0.22950784237862018
1,reward,12801,0.14578589895129862,0.38926333173810446,10,0.12309587378781205,0.2412679126241116
1,reward,13001,0.12757030001827876,0.39678711174571885,10,0.1254751019316221,0.2459311997859793
1,reward,13201,0.13236234723395246,0.4126296350263134,10,0.13048494767671426,0.2557504974463599
1,reward,13401,0.18666452407999432,0.41206773691604015,10,0.13030725989257347,0.255402229389444
1,reward,13601,0.19125444901861802,0.37934331279565403,9,0.12644777093188467,0.24783763102649395
1,reward,13801,0.23429609892735695,0.3851379435888252,9,0.1283793145296084,0.25162345647803247
1,reward,14001,0.2368379171601642,0.39481465742169963,9,0.1316048858072332,0.25794557618217706
1,reward,14201,0.2298246648786934,0.4688669112515088,8,0.1657694862099665,0.32490819297153434
1,reward,14401,0.29422023879563103,0.45419264871406334,10,0.14362832664411868,0.2815115202224726
1,reward,14601,0.3272430214515995,0.46284348634644673,10,0.14636396170278168,0.2868733649374521
1,reward,14801,0.33325449745428093,0.40618705653142234,10,0.12844762547188673,0.251757345924898
1,reward,15001,0.32807487652556144,0.3649593826191535,10,0.1154102902525393,0.22620416889497702
1,reward,15201,0.3398961687371634,0.344256863979394,10,0.1088635790321662,0.21337261490304577
1,reward,15401,0.34047974216200316,0.3371100102566377,10,0.10660354544536986,0.20894294907292493
1,reward,15601,0.28636957339429464,0.35922215926190676,10,0.11359602092713754,0.22264820101718957
1,reward,15801,0.257831553470031,0.4031064246078556,10,0.12747344412077707,0.24984795047672306
1,reward,16001,0.2596222206900014,0.417841304850789,10,0.13213302238252556,0.2589807238697501
1,reward,16201,0.27231252095758335,0.39482344860893837,10,0.12485413712466839,0.24471410876435004
1,reward,16401,0.2884552782781621,0.3732860022439773,10,0.11804339857496929,0.2313650612069398
1,reward,16601,0.2960980965775095,0.3762774751939819,10,0.11898938538304904,0.23321919535077612
1,reward,16801,0.26838403624145624,0.36683289139144143,10,0.11600274574621286,0.2273653816625772
1,reward,17001,0.22500079631701134,0.3694166373704027,10,0.11681979796509477,0.22896680401158576
1,reward,17201,0.20915440056270346,0.4210110975011712,10,0.13313539883109252,0.2609453817089413
1,reward,17401,0.23043216965647906,0.4545688188005447,10,0.14374728207020904,0.28174467285760973
1,reward,17601,0.2027411111192332,0.42834183052778735,9,0.1427806101759291,0.279849995944821
1,reward,17801,0.2524353095506041,0.4334528417329156,10,0.13706982381484992,0.2686568546771058
1,reward,18001,0.28830925485696085,0.4898505708716286,10,0.15490435170880784,0.30361252934926336
1,reward,18201,0.32215549216836475,0.5079348985260803,10,0.16062311824289163,0.3148213117560676
1,reward,18401,0.3707238690549502,0.48083898607826964,10,0.15205463838133262,0.29802709122741194
1,reward,18601,0.4255554773853028,0.46431083630030245,10,0.14682797850065438,0.28778283786128256
1,reward,18801,0.47319282680121805,0.4614216615749062,9,0.15380722052496873,0.3014621522289387
1,reward,19001,0.42402342716594477,0.39336526375888264,10,0.12439301858709567,0.24381031643070752
1,reward,19201,0.41749863099134865,0.3688210331479189,10,0.11663145137238852,0.2285976446898815
1,reward,19401,0.40705044987089456,0.4126412426524326,10,0.13048861833039072,0.2557576919275658
1,reward,19601,0.4131572861564312,0.4324479640843836,10,0.13675205360093437,0.26803402505783136
